Libre Para Luchar Por Amor
QB 	Matthew Stafford
BE 	Sony Michel
BE 	Teddy Bridgewater

Youâ€™re Welcome
QB 	Ben Roethlisberger
RB 	Chris Ivory
RB 	D'Onta Foreman
RB/WR 	C.J. Prosise
WR 	Davante Adams
WR 	Cooper Kupp
WR/TE 	Austin Hooper
TE 	Kyle Rudolph
OP 	C.J. Fiedorowicz
LB 	Zach Brown
DL 	Calais Campbell
DB 	Josh Norman
DP 	Vic Beasley Jr.
DP 	Jalen Ramsey
K 	Brandon McManus
BE 	Logan Ryan
BE 	Adrian Peterson
BE 	Bilal Powell
BE 	Brandon Marshall
BE 	Chad Kelly
BE 	Dez Bryant
BE 	Dion Lewis
BE 	Greg Zuerlein
BE 	Isaiah Crowell
BE 	J.J. Watt
BE 	Keke Coutee
BE 	Kevin Byard
BE 	Leighton Vander Esch
BE 	Marquez Valdes-Scantling
BE 	Marshawn Lynch
BE 	Marvin Jones Jr.
BE 	Michael Crabtree
BE 	Royce Freeman
BE 	Sam Bradford
BE 	Tom Brady

GI Joe Schobert
QB 	Patrick Mahomes
RB 	Alvin Kamara
RB 	Kareem Hunt
RB/WR 	Jordan Howard
WR 	Larry Fitzgerald
WR 	Golden Tate
WR/TE 	Cameron Meredith
TE 	David Njoku
OP 	Jimmy Garoppolo
LB 	Deion Jones
DL 	Joey Bosa
DB 	Landon Collins
DP 	Reuben Foster
DP 	Blake Martinez
K 	Jake Elliott
BE 	Taywan Taylor
BE 	Dede Westbrook
BE 	Josh McCown
BE 	Jonnu Smith
BE 	Marqise Lee
BE 	Anthony Miller
BE 	Greg Olsen
BE 	Hayden Hurst
BE 	Joe Schobert
BE 	Jordan Wilkins
BE 	Keelan Cole
BE 	Matt Breida
BE 	Odell Beckham Jr.
BE 	Russell Wilson
BE 	Spencer Ware
BE 	Stefon Diggs
BE 	Trent Taylor
BE 	Trey Burton
BE 	Tyreek Hill

O.J. Howard Finkel
QB 	Cam Newton
RB 	Darren Sproles
RB 	Lamar Miller
RB/WR 	Braxton Miller
WR 	Michael Thomas
WR 	Chris Godwin
WR/TE 	Jake Butt
TE 	O.J. Howard
OP 	Deshaun Watson
LB 	Darron Lee
DL 	Takkarist McKinley
DB 	Jamal Adams
DP 	Taco Charlton
DP 	Robert Nkemdiche
K 	Harrison Butker
BE 	Noah Spence
BE 	Nick Vannett
BE 	Antonio Callaway
BE 	Braxton Berrios
BE 	Budda Baker
BE 	Chad Henne
BE 	Cordarrelle Patterson
BE 	DaeSean Hamilton
BE 	Derwin James
BE 	Donte Moncrief
BE 	Jamie Collins Sr.
BE 	Jared Cook
BE 	Julio Jones
BE 	Kemoko Turay
BE 	Landry Jones
BE 	Rob Kelley
BE 	Roquan Smith
BE 	Ryan Fitzpatrick
BE 	Sam Hubbard
BE 	Todd Gurley II

Moana Hopkins TD!
QB 	Carson Wentz
RB 	Christian McCaffrey
RB 	Kenyan Drake
RB/WR 	Jarvis Landry
WR 	DeAndre Hopkins
WR 	A.J. Green
WR/TE 	Chris Hogan
TE 	Rob Gronkowski
OP 	JuJu Smith-Schuster
LB 	Lavonte David
DL 	Carlos Dunlap
DB 	Harrison Smith
DP 	Bobby Wagner
DP 	Chandler Jones
BE 	Jamaal Williams
BE 	Kenny Stills
BE 	Charles Clay
BE 	C.J. Anderson
BE 	James Conner
BE 	Jacoby Brissett
BE 	Frank Gore
BE 	Jerick McKinnon
BE 	Jordan Akins
BE 	Josh Gordon
BE 	Le'Veon Bell
BE 	Mark Barron
BE 	Nick Foles
BE 	Philip Rivers
BE 	Reshad Jones
BE 	Tahir Whitehead

Masterpiece Mysterio!
QB 	Ryan Tannehill
RB 	Derrick Henry
RB 	Carlos Hyde
RB/WR 	John Brown
WR 	Allen Robinson
WR 	Randall Cobb
WR/TE 	Eric Ebron
TE 	Jack Doyle
OP 	Wayne Gallman
LB 	C.J. Mosley
DL 	Danielle Hunter
DB 	Barry Church
DP 	Tre'Davious White
DP 	Melvin Ingram
K 	Chris Boswell
BE 	Derek Carr
BE 	Jalen Richard
BE 	Kenny Vaccaro
BE 	Derek Barnett
BE 	Marquel Lee
BE 	EJ Manuel
BE 	Alex Collins
BE 	Alex Smith
BE 	Bradley Chubb
BE 	Case Keenum
BE 	Christian Kirk
BE 	DeMarcus Lawrence
BE 	George Kittle
BE 	James Washington
BE 	Jeremy Hill
BE 	Mohamed Sanu
BE 	Rishard Matthews
BE 	Sean Lee
BE 	Ty Montgomery

Njerez dhe Fate of Demaryius
QB 	Jared Goff
RB 	Aaron Jones
RB 	Elijah McGuire
RB/WR 	Zay Jones
WR 	Demaryius Thomas
WR 	Kenny Golladay
WR/TE 	Jaron Brown
TE 	Jordan Reed
OP 	Corey Coleman
LB 	T.J. Watt
DL 	Cameron Jordan
DB 	Keanu Neal
DP 	Cory Littleton
DP 	Darius Leonard
K 	Wil Lutz
BE 	Benjamin Watson
BE 	David Johnson
BE 	Drew Brees
BE 	Jacquizz Rodgers
BE 	Jamison Crowder
BE 	Jay Ajayi
BE 	Josh Rosen
BE 	Julian Edelman
BE 	Kwon Alexander
BE 	Lamar Jackson
BE 	Luke Willson
BE 	Mark Ingram II
BE 	Marquise Goodwin
BE 	Peyton Barber
BE 	T.Y. Hilton
BE 	Telvin Smith
BE 	Travis Benjamin
BE 	Tremaine Edmunds
BE 	Tyrod Taylor
BE 	Vernon Davis

Blast and Bortlious 6
QB 	Blake Bortles
RB 	Samaje Perine
RB 	Brian Hill
RB/WR 	Allen Hurns
WR 	Cole Beasley
WR 	Ryan Switzer
WR/TE 	Dante Pettis
TE 	Cameron Brate
OP 	Davis Webb
LB 	Benardrick McKinney
DL 	Solomon Thomas
DB 	Tony Jefferson
DP 	Christian Kirksey
DP 	Demario Davis
K 	Ryan Succop
BE 	Baker Mayfield
BE 	Boston Scott
BE 	Devin Funchess
BE 	Devontae Booker
BE 	Duke Johnson Jr.
BE 	Harold Landry
BE 	Ito Smith
BE 	Jameis Winston
BE 	Justin Jackson
BE 	Marcus Davenport
BE 	Mike Wallace
BE 	Nelson Agholor
BE 	Nyheim Hines
BE 	Paul Richardson
BE 	Richie James
BE 	Ricky Seals-Jones
BE 	Matt Forte
BE 	Tre'Quan Smith
BE 	Tyler Eifert
BE 	Tyler Lockett

Dwaynes of Our Lives
QB 	Andrew Luck
RB 	Leonard Fournette
RB 	Joe Mixon
RB/WR 	Josh Doctson
WR 	Corey Davis
WR 	Sterling Shepard
WR/TE 	Mike Williams
TE 	Travis Kelce
OP 	Giovani Bernard
LB 	Jarrad Davis
DL 	Jadeveon Clowney
DB 	Jabrill Peppers
DP 	Myles Garrett
DP 	Myles Jack
K 	Robbie Gould
BE 	Amari Cooper
BE 	Andy Dalton
BE 	Brandin Cooks
BE 	Calvin Ridley
BE 	Corey Clement
BE 	Delanie Walker
BE 	DeSean Jackson
BE 	Eric Kendricks
BE 	Hunter Henry
BE 	Javorius Allen
BE 	Keenan Allen
BE 	Kerryon Johnson
BE 	LeGarrette Blount
BE 	Phillip Dorsett
BE 	Rashaan Evans
BE 	Ronald Jones
BE 	Sam Darnold
BE 	T.J. Yeldon
BE 	Tevin Coleman
BE 	Vontaze Burfict
